image_id,split,contrast,area,label
000153.png,test,0.5868412990196079,35833.0,cancer
000174 (3).png,test,0.5783088235294117,40455.5,cancer
000115 (5).png,test,0.8032628676470588,45077.0,cancer
000151.png,test,0.7032169117647059,36424.0,cancer
000149 (4).png,test,0.5935202205882354,40282.5,cancer
000117 (2).png,test,0.7958792892156862,35040.0,cancer
000166 (4).png,test,0.475735294117647,34825.5,cancer
000172 (6).png,test,0.5933210784313727,40065.0,cancer
000158 (4).png,test,0.8543964460784315,42721.5,cancer
000148 (4).png,test,0.5686427696078431,39450.0,cancer
000129 (2).png,test,0.7998008578431371,38062.0,cancer
000117 (3).png,test,0.4123774509803922,38361.5,cancer
000159 (5).png,test,0.5619332107843137,40351.0,cancer
000155.png,test,0.4830422794117647,35482.0,cancer
000115 (4).png,test,0.8131587009803922,40855.5,cancer
000163 (6).png,test,0.6142003676470589,42449.0,cancer
000145 (6).png,test,0.7863817401960782,38376.5,cancer
000141 (4).png,test,0.533517156862745,36285.0,cancer
000120 (2).png,test,0.9688112745098041,37407.5,cancer
000127 (6).png,test,0.7532781862745099,37312.5,cancer
000108 (6).png,test,0.579702818627451,33750.5,cancer
000153 (3).png,test,0.5725490196078431,42584.0,cancer
000164 (5).png,test,0.5902573529411765,41030.5,cancer
000119.png,test,0.679044117647059,33880.5,cancer
000125.png,test,0.6754748774509803,31330.0,cancer
000177 (3).png,test,0.5013633578431373,33627.0,cancer
000116 (5).png,test,0.6182138480392158,41061.0,cancer
000124.png,test,0.8892616421568628,34988.5,cancer
000148 (3).png,test,0.27947303921568634,42009.0,cancer
000139 (5).png,test,0.5038449754901959,39207.5,cancer
000114 (2).png,test,0.960079656862745,33853.0,cancer
000153 (4).png,test,0.4956188725490197,37388.0,cancer
000125 (6).png,test,0.7021292892156863,42477.0,cancer
000157 (6).png,test,0.692953431372549,42880.0,cancer
000120 (5).png,test,0.6249387254901961,40424.0,cancer
000127.png,test,0.5072763480392157,32040.5,cancer
000142 (5).png,test,0.48636642156862747,38264.5,cancer
000133 (3).png,test,0.2932444852941177,40795.5,cancer
000133 (2).png,test,0.9598651960784315,38494.5,cancer
000137.png,test,0.6910845588235294,34166.0,cancer
000141 (2).png,test,0.7832107843137255,36460.0,cancer
000130 (4).png,test,0.6926164215686273,42074.0,cancer
000146 (6).png,test,0.8423866421568627,42324.5,cancer
000121 (5).png,test,0.6062806372549021,42424.0,cancer
000122.png,test,0.7476409313725491,33922.5,cancer
000169 (6).png,test,0.513158700980392,39686.5,cancer
000114 (3).png,test,0.5666819852941176,39956.5,cancer
000139 (4).png,test,0.9507812499999999,44534.0,cancer
000117 (5).png,test,0.508670343137255,38471.0,cancer
000167 (2).png,test,0.725107230392157,39269.0,cancer
000135.png,test,0.2457720588235294,33207.0,cancer
000121.png,test,0.6152420343137255,34988.5,cancer
000162 (2).png,test,0.8934742647058823,36308.5,cancer
000110 (2).png,test,0.9268995098039216,33437.0,cancer
000111.png,test,0.8169117647058823,33029.0,cancer
000124 (5).png,test,0.5841299019607842,41612.0,cancer
000134 (5).png,test,0.5090073529411766,37489.0,cancer
000155 (3).png,test,0.28308823529411753,36950.0,cancer
000137 (3).png,test,0.4533394607843137,34213.0,cancer
000131 (6).png,test,0.7454197303921568,41163.5,cancer
000154 (2).png,test,0.8250612745098038,37079.0,cancer
000112.png,test,0.6706954656862745,30541.5,cancer
000135 (4).png,test,0.6024203431372549,39403.0,cancer
000118 (3).png,test,0.25569852941176474,44036.0,cancer
000154 (3).png,test,0.2286305147058824,39621.0,cancer
000127 (2).png,test,0.9698376225490196,38832.5,cancer
000142 (6).png,test,0.6582720588235293,38861.0,cancer
000124 (4).png,test,0.7900428921568627,41980.5,cancer
000160 (4).png,test,0.6892769607843139,40653.0,cancer
000129 (6).png,test,0.6161305147058824,38259.0,cancer
000139 (6).png,test,0.8151501225490196,39854.0,cancer
000168 (2).png,test,0.8031249999999999,38552.0,cancer
000119 (4).png,test,0.656311274509804,38594.0,cancer
000136 (4).png,test,0.8184283088235293,40101.0,cancer
000126 (4).png,test,0.4886642156862745,36221.5,cancer
000154 (4).png,test,0.8130667892156863,41852.5,cancer
000125 (2).png,test,0.8896752450980393,38457.0,cancer
000122 (6).png,test,0.6332720588235293,39014.5,cancer
000163 (5).png,test,0.6246936274509803,40483.5,cancer
000163 (4).png,test,0.628140318627451,38853.0,cancer
000170 (2).png,test,0.923422181372549,32037.0,cancer
000158 (6).png,test,0.6323529411764707,40823.0,cancer
000118 (4).png,test,0.4436734068627451,35427.5,cancer
000162.png,test,0.6167892156862744,35587.5,cancer
000144 (5).png,test,0.4680453431372549,36932.5,cancer
000156 (2).png,test,0.8268229166666667,32253.5,cancer
000151 (6).png,test,0.5944546568627451,37475.0,cancer
000131 (2).png,test,0.5766544117647059,38081.0,cancer
000138 (2).png,test,0.5518841911764706,44462.5,cancer
000128 (2).png,test,0.9635876225490196,41228.5,cancer
000150.png,test,0.7740349264705884,34941.5,cancer
000154.png,test,0.6822150735294117,29950.0,cancer
000169.png,test,0.2895526960784314,39020.0,cancer
000141.png,test,0.7713848039215686,38948.0,cancer
000155.png,test,1.0348498774509804,36892.5,cancer
000143.png,test,0.5579044117647058,28569.0,cancer
000159 (2).png,test,0.8755361519607845,33775.5,cancer
000131.png,test,0.7277879901960785,34902.0,cancer
000130.png,test,0.675704656862745,38703.5,cancer
000118.png,test,0.6410539215686274,36544.0,cancer
000132 (2).png,test,0.3818627450980392,44322.0,cancer
000126.png,test,0.7434742647058823,39676.5,cancer
000133.png,test,0.9570925245098041,42581.5,cancer
000133 (2).png,test,0.43298100490196084,43982.0,cancer
000137.png,test,0.7920649509803922,38643.5,cancer
000123.png,test,0.8668045343137254,35844.0,cancer
000122.png,test,0.8666819852941177,39487.0,cancer
000148 (2).png,test,0.6440257352941177,42784.5,cancer
000120.png,test,0.819607843137255,30651.0,cancer
000108.png,test,0.6115502450980392,39205.5,cancer
000115 (2).png,test,0.62734375,43247.5,cancer
000172 (2).png,test,0.9010110294117646,35860.5,cancer
000110.png,test,0.9227328431372549,33189.0,cancer
000111.png,test,0.8339001225490198,37128.0,cancer
000113.png,test,0.8455575980392156,33574.0,cancer
000136 (2).png,test,0.3044730392156863,43182.5,cancer
000154 (2).png,test,0.3621170343137254,43504.5,cancer
000116.png,test,0.8748468137254902,33663.0,cancer
000127 (2).png,test,0.2628523284313726,45296.0,cancer
000173 (2).png,test,0.2321691176470589,40129.0,cancer
000111 (2).png,test,0.5801164215686274,37504.0,cancer
000128.png,test,0.6311580882352941,35428.5,cancer
000114.png,test,0.8764705882352941,38077.0,cancer
000173.png,test,1.014001225490196,33878.0,cancer
000147 (2).png,test,0.2761488970588235,43418.0,cancer
000172.png,test,0.9050704656862743,35003.5,cancer
000158.png,test,1.006541053921569,40476.0,cancer
000170.png,test,0.5662683823529413,39558.5,cancer
000113 (2).png,test,0.6079656862745098,38950.0,cancer
000171.png,test,0.628921568627451,38709.5,cancer
000159.png,test,0.7273131127450981,37699.0,cancer
000149.png,test,0.9081035539215687,37355.5,cancer
000148.png,test,0.6263633578431372,41623.5,cancer
000160.png,test,0.5442401960784315,36743.5,cancer
000174.png,test,0.8504901960784316,36357.5,cancer
000162.png,test,0.8528645833333333,37426.0,cancer
000163.png,test,0.7757659313725491,35672.0,cancer
000124 (2).png,test,0.3271292892156863,41824.0,cancer
000122 (4).png,test,0.6071537990196079,33210.5,cancer
000118 (7).png,test,0.9178921568627451,39640.5,cancer
000126 (6).png,test,0.8789215686274512,37061.0,cancer
000131 (2).png,test,0.7934589460784314,30267.5,cancer
000151 (5).png,test,0.5988357843137256,32731.5,cancer
000147.png,test,0.6385110294117646,28669.5,cancer
000119 (6).png,test,0.8112438725490196,38233.0,cancer
000173 (7).png,test,0.7216299019607844,36719.5,cancer
000132 (8).png,test,0.7955422794117645,38721.0,cancer
000163 (7).png,test,0.7948835784313726,39331.0,cancer
000149 (4).png,test,0.5370710784313726,31582.0,cancer
000166 (4).png,test,0.6077665441176472,39848.5,cancer
000123 (9).png,test,0.9241115196078431,38563.5,cancer
000158 (5).png,test,0.6887561274509805,32158.5,cancer
000114 (5).png,test,0.8352481617647058,43978.5,cancer
000140.png,test,0.3227634803921569,24742.0,cancer
000177 (4).png,test,0.7688725490196078,42951.5,cancer
000155.png,test,0.46629901960784326,27421.5,cancer
000115 (4).png,test,0.8450980392156863,31749.5,cancer
000148 (8).png,test,0.3134191176470588,41528.5,cancer
000123 (4).png,test,0.8687346813725491,37835.0,cancer
000133 (4).png,test,0.7025582107843138,33006.5,cancer
000167 (8).png,test,0.9245557598039216,40418.5,cancer
000115 (8).png,test,0.5608609068627451,38430.5,cancer
000142.png,test,0.9421568627450981,36260.0,cancer
000164 (5).png,test,0.7990349264705884,38148.0,cancer
000149 (2).png,test,0.5552542892156863,35112.5,cancer
000167 (3).png,test,0.7441023284313726,31644.0,cancer
000116 (5).png,test,0.6694852941176472,35465.5,cancer
000117 (4).png,test,0.23723958333333334,31428.0,cancer
000166 (2).png,test,0.6655330882352941,28536.5,cancer
000176 (2).png,test,0.6970281862745098,31005.0,cancer
000148 (3).png,test,0.7064338235294118,35321.5,cancer
000158 (3).png,test,1.0538909313725493,45926.5,cancer
000139 (5).png,test,0.7049632352941176,31482.5,cancer
000129 (5).png,test,0.7492493872549019,34631.0,cancer
000132 (2).png,test,0.5670649509803922,26140.5,cancer
000125 (6).png,test,0.7578431372549019,31560.5,cancer
000132.png,test,0.8934436274509804,33737.0,cancer
000116 (9).png,test,0.6579197303921569,39691.0,cancer
000157 (6).png,test,0.8862745098039215,38809.5,cancer
000117 (8).png,test,0.3198069852941176,44011.0,cancer
000139 (9).png,test,0.5990502450980393,33535.0,cancer
000139 (8).png,test,0.5261948529411764,35529.0,cancer
000124 (6).png,test,0.3215379901960784,27583.0,cancer
000133 (2).png,test,0.8611519607843137,35983.0,cancer
000141 (2).png,test,0.5652113970588236,35342.5,cancer
000146 (6).png,test,0.7788909313725492,39500.0,cancer
000122.png,test,0.9503370098039217,34894.5,cancer
000138 (9).png,test,0.8700367647058823,38653.0,cancer
000153 (5).png,test,0.66875,34139.5,cancer
000143 (5).png,test,0.5592371323529411,34352.5,cancer
000158 (2).png,test,0.8644301470588234,29709.0,cancer
000120.png,test,0.9414215686274512,37194.0,cancer
000113 (7).png,test,0.6427389705882353,32324.0,cancer
000134.png,test,0.8592524509803922,32876.0,cancer
000166 (3).png,test,0.945419730392157,33344.5,cancer
000160 (6).png,test,0.22162990196078425,36017.0,cancer
000128 (5).png,test,0.5112132352941177,32258.0,cancer
000121.png,test,0.6849417892156864,32836.0,cancer
000174 (4).png,test,0.26868872549019596,37742.5,cancer
000165 (6).png,test,0.3286764705882353,33310.5,cancer
000134 (9).png,test,0.777328431372549,39712.0,cancer
000124 (9).png,test,0.7497242647058824,35265.5,cancer
000161 (4).png,test,0.5499387254901961,33698.5,cancer
000116 (7).png,test,0.8732843137254903,36061.0,cancer
000138 (6).png,test,0.6101562500000002,32462.0,cancer
000139.png,test,0.7609068627450981,29161.0,cancer
000125 (8).png,test,0.598406862745098,33375.5,cancer
000163 (3).png,test,0.6089920343137256,52192.5,cancer
000109 (2).png,test,0.7071384803921567,34039.0,cancer
000121 (6).png,test,0.590655637254902,34880.5,cancer
000136 (2).png,test,0.7151041666666667,28789.0,cancer
000144 (2).png,test,0.5121936274509804,29912.5,cancer
000125 (4).png,test,0.4902420343137255,31337.5,cancer
000108 (3).png,test,0.8464613970588234,39727.5,cancer
000143 (6).png,test,0.49303002450980393,25593.5,cancer
000135 (5).png,test,0.8022518382352941,31494.5,cancer
000125 (5).png,test,0.6395220588235294,31285.0,cancer
000157 (5).png,test,0.6364276960784313,32036.0,cancer
000121 (7).png,test,0.7705729166666666,33671.5,cancer
000137 (2).png,test,0.5716452205882353,30147.0,cancer
000156 (4).png,test,1.095266544117647,39772.5,cancer
000130 (6).png,test,0.3185661764705882,32936.5,cancer
000117.png,test,0.813250612745098,38707.5,cancer
000115.png,test,0.6651348039215688,29375.5,cancer
000129.png,test,0.7698835784313726,30419.5,cancer
000160 (4).png,test,0.8058363970588236,34717.5,cancer
000171 (5).png,test,0.7267463235294118,32309.5,cancer
000161 (5).png,test,0.9362132352941177,39816.5,cancer
000172 (3).png,test,0.49502144607843135,36006.5,cancer
000114.png,test,0.7478707107843137,34838.5,cancer
000139 (6).png,test,0.7691023284313725,28791.5,cancer
000109 (4).png,test,0.7169577205882353,31842.5,cancer
000119 (4).png,test,0.667922794117647,31307.0,cancer
000127 (5).png,test,0.9207720588235295,32629.0,cancer
000146 (3).png,test,0.5030024509803922,31639.5,cancer
000125 (2).png,test,0.5537224264705881,31683.5,cancer
000118 (5).png,test,0.8009191176470587,33770.5,cancer
000145 (9).png,test,0.6043045343137257,35489.0,cancer
000158.png,test,0.7876378676470588,38795.0,cancer
000136 (8).png,test,0.5001685049019609,30970.0,cancer
000171.png,test,0.9761029411764706,37881.0,cancer
000173 (5).png,test,0.7951593137254902,34934.5,cancer
000112 (2).png,test,0.6875,33887.0,cancer
000149 (7).png,test,0.8074295343137255,33446.0,cancer
000137 (8).png,test,0.7242034313725491,32278.5,cancer
000148.png,test,0.6795189950980394,32485.0,cancer
000148 (6).png,test,0.2666666666666666,36482.0,cancer
000158 (6).png,test,0.5986213235294118,35133.0,cancer
000132 (7).png,test,0.6346200980392157,34935.5,cancer
000144 (5).png,test,0.40248161764705875,32875.5,cancer
000137 (4).png,test,0.4571997549019608,28470.5,cancer
000177.png,test,0.509313725490196,26067.5,cancer
000123 (6).png,test,0.5632965686274509,32164.0,cancer
000134 (2).png,test,0.8560508578431373,37286.0,cancer
000155 (4).png,test,0.7421721813725491,32532.0,cancer
000168 (3).png,test,0.714001225490196,31123.0,cancer
000109 (5).png,test,0.6174325980392157,34641.5,cancer
000119 (5).png,test,0.6772212009803922,34225.0,cancer
7 - Copy - Copy.png,test,2.352389705882353,55233.0,normal
8 - Copy.png,test,3.223422181372549,58359.0,normal
6 (2).png,test,2.205759803921568,31514.0,normal
7 - Copy (2) - Copy.png,test,2.352389705882353,55233.0,normal
7 (2).png,test,2.423529411764706,38607.0,normal
8.png,test,2.986106004901961,58346.5,normal
24 - Copy.png,test,2.9711550245098035,55200.0,normal
7 - Copy.png,test,2.352389705882353,55233.0,normal
8 - Copy (2).png,test,3.223422181372549,58359.0,normal
7 (2) - Copy.png,test,2.423529411764706,38607.0,normal
6 - Copy (3).png,test,2.205759803921568,31514.0,normal
7 - Copy (2).png,test,2.352389705882353,55233.0,normal
8 (2) - Copy.png,test,3.029457720588235,41683.0,normal
10 - Copy (2) - Copy.png,test,1.8394607843137254,44880.5,normal
7 - Copy (3).png,test,2.423529411764706,38607.0,normal
6 - Copy (2).png,test,2.7607536764705887,26740.5,normal
normal - Copy.png,test,1.9830116421568627,56160.0,normal
6 (2) - Copy.png,test,2.205759803921568,31514.0,normal
11.png,test,1.7972732843137256,40490.5,normal
8 - Copy (3).png,test,2.986106004901961,58346.5,normal
10.png,test,1.7275122549019606,44858.5,normal
11 - Copy.png,test,1.824234068627451,55598.0,normal
12 - Copy (2) - Copy.png,test,2.396875,54378.5,normal
12 (2).png,test,2.505193014705883,51128.0,normal
8 - Copy - Copy.png,test,3.223422181372549,58359.0,normal
21.png,test,2.242110906862745,49660.5,normal
11 - Copy (3).png,test,1.7972732843137256,40490.5,normal
6 - Copy (2) - Copy.png,test,2.7607536764705887,26740.5,normal
10 - Copy (2).png,test,1.8394607843137254,44880.5,normal
11 - Copy - Copy.png,test,1.824234068627451,55598.0,normal
8 (2).png,test,3.029457720588235,41683.0,normal
12 - Copy.png,test,2.4367800245098037,51131.0,normal
22.png,test,1.7941789215686277,53522.5,normal
10 (2) - Copy.png,test,1.7515931372549018,44850.5,normal
23.png,test,1.73890931372549,59204.0,normal
11 (2) - Copy.png,test,1.803982843137255,40490.5,normal
10 - Copy - Copy.png,test,1.8329963235294118,44936.5,normal
10 - Copy (3).png,test,1.7275122549019606,44858.5,normal
24.png,test,2.8894148284313723,55195.5,normal
normal.png,test,1.5084558823529415,40735.0,normal
11 - Copy (2).png,test,1.878094362745098,55589.0,normal
25.png,test,1.7516544117647057,52146.5,normal
11 - Copy (2) - Copy.png,test,1.878094362745098,55589.0,normal
12 - Copy (3).png,test,2.2572763480392157,51092.5,normal
7.png,test,2.423529411764706,38607.0,normal
11 (2).png,test,1.803982843137255,40490.5,normal
10 - Copy.png,test,1.8329963235294118,44936.5,normal
6.png,test,2.205759803921568,31514.0,normal
6 - Copy.png,test,2.7607536764705887,26740.5,normal
8 - Copy (2) - Copy.png,test,3.223422181372549,58359.0,normal
10 (2).png,test,1.7515931372549018,44850.5,normal
12 (2) - Copy.png,test,2.505193014705883,51128.0,normal
12 - Copy - Copy.png,test,2.4367800245098037,51131.0,normal
12 - Copy (2).png,test,2.396875,54378.5,normal
000067 (3).png,train,0.7403339460784315,46638.5,cancer
000032.png,train,0.7968290441176471,48517.0,cancer
000074 (5).png,train,0.4249234068627451,50721.5,cancer
000121 (2).png,train,0.6317861519607842,49306.0,cancer
000028 (4).png,train,1.0708486519607843,51800.0,cancer
000013 (6).png,train,0.8073069852941176,50922.5,cancer
000033.png,train,0.8472273284313727,49413.0,cancer
000058 (3).png,train,0.9736060049019607,48115.5,cancer
000066 (2).png,train,0.7643688725490196,52333.5,cancer
000017 (4).png,train,0.7597579656862746,47666.0,cancer
000007 (4).png,train,0.9690716911764709,48493.5,cancer
000084 (7).png,train,0.3043045343137255,47320.5,cancer
000057 (6).png,train,0.6488817401960784,52298.0,cancer
000105 (5).png,train,0.334375,47781.5,cancer
000050 (2).png,train,0.912438725490196,50886.0,cancer
000106 (3).png,train,1.0768535539215685,49685.0,cancer
000079 (7).png,train,0.5876531862745098,57317.0,cancer
000024 (7).png,train,0.30608149509803917,42837.0,cancer
000056 (7).png,train,0.891329656862745,46417.0,cancer
000046 (7).png,train,0.3033854166666667,47131.0,cancer
000030 (5).png,train,0.3056985294117647,48693.5,cancer
000051 (3).png,train,0.5939338235294117,50316.5,cancer
000089 (4).png,train,1.1424479166666668,49620.5,cancer
000046 (6).png,train,0.5891390931372549,50041.0,cancer
000078 (7).png,train,0.35765931372549015,50526.5,cancer
000052 (4).png,train,1.088311887254902,47390.0,cancer
000035.png,train,0.7671415441176471,51487.5,cancer
000057 (7).png,train,0.3293964460784314,51493.0,cancer
000083 (2).png,train,0.668014705882353,53162.0,cancer
000065 (5).png,train,0.32717524509803925,53387.0,cancer
000029 (4).png,train,0.8992647058823529,47037.0,cancer
000120 (2).png,train,0.7541973039215686,51862.5,cancer
000049 (3).png,train,0.8245098039215686,50345.5,cancer
000028 (5).png,train,0.3010569852941176,46141.0,cancer
000038 (5).png,train,0.2884957107843138,46843.0,cancer
000064 (4).png,train,0.7246476715686275,47240.5,cancer
000002 (6).png,train,0.6979932598039215,51767.5,cancer
000091 (5).png,train,0.6339613970588236,45474.5,cancer
000082 (3).png,train,0.8267769607843137,52843.5,cancer
000006 (4).png,train,0.9701286764705882,45668.5,cancer
000077 (2).png,train,0.47481617647058827,50300.5,cancer
000067 (2).png,train,0.5831954656862746,53225.5,cancer
000079.png,train,0.8174325980392158,48488.5,cancer
000106 (5).png,train,0.3376838235294117,52810.5,cancer
000078.png,train,0.7698529411764705,55441.5,cancer
000093.png,train,0.9619332107843137,49313.0,cancer
000099 (3).png,train,0.32593443627450985,49499.5,cancer
000104 (2).png,train,0.6177389705882353,56484.0,cancer
000016 (3).png,train,0.8561580882352939,50239.5,cancer
000067 (5).png,train,0.33236825980392154,48795.0,cancer
000077 (5).png,train,0.5404258578431373,45499.5,cancer
000082 (4).png,train,0.735186887254902,49265.0,cancer
000085.png,train,0.939950980392157,46446.0,cancer
000015 (5).png,train,0.3470741421568628,52157.0,cancer
000038 (2).png,train,0.6582873774509804,46698.0,cancer
000053.png,train,0.6160079656862745,44230.5,cancer
000058 (5).png,train,0.32945772058823525,44498.0,cancer
000048 (5).png,train,0.3380514705882353,49129.0,cancer
000004 (4).png,train,0.6900275735294116,50969.5,cancer
000083 (5).png,train,0.5722273284313726,57196.5,cancer
000010 (6).png,train,0.6278186274509804,51610.0,cancer
000094.png,train,0.964874387254902,49980.5,cancer
000004 (5).png,train,0.335171568627451,48728.0,cancer
000043.png,train,0.7886948529411765,48852.0,cancer
000120 (4).png,train,0.31585477941176465,50248.0,cancer
000062 (7).png,train,0.32585784313725485,49494.5,cancer
000073 (6).png,train,0.6643995098039215,46984.5,cancer
000063 (6).png,train,0.7637101715686275,48808.5,cancer
000081 (3).png,train,0.9496629901960784,45091.0,cancer
000081.png,train,0.7145833333333333,53237.0,cancer
000122.png,train,0.8336550245098039,47208.0,cancer
000077 (4).png,train,1.0942708333333333,49509.5,cancer
000122 (3).png,train,0.8011182598039217,51228.0,cancer
000030 (2).png,train,0.7867034313725491,52526.0,cancer
000041 (4).png,train,1.016268382352941,48719.5,cancer
000099 (2).png,train,0.7833026960784314,51994.0,cancer
000054.png,train,0.7624234068627452,44866.0,cancer
000018 (6).png,train,0.8427849264705883,51030.5,cancer
000106 (4).png,train,0.3948682598039216,50258.0,cancer
000043 (3).png,train,0.714935661764706,47151.5,cancer
000096.png,train,0.9533088235294118,47682.5,cancer
000121.png,train,0.7147518382352942,49641.0,cancer
000104.png,train,1.0057444852941178,51317.5,cancer
000058.png,train,0.8591758578431373,45858.5,cancer
000070.png,train,0.8780637254901961,46768.5,cancer
000101 (3).png,train,0.9322150735294117,48144.0,cancer
000106 (7).png,train,0.3166819852941176,47411.5,cancer
000050 (6).png,train,0.4315716911764706,48585.5,cancer
sq1.png,train,2.1565870098039217,65025.0,cancer
000036 (4).png,train,0.6165900735294116,46723.0,cancer
000083 (7).png,train,0.5872549019607843,46249.0,cancer
000094 (3).png,train,0.8866574754901961,50983.5,cancer
sq3.png,train,1.9191329656862748,40335.0,cancer
000084 (3).png,train,0.8617953431372549,45802.5,cancer
000048 (7).png,train,0.30764399509803925,46984.0,cancer
000058 (7).png,train,0.334405637254902,49481.5,cancer
000015 (7).png,train,0.31657475490196074,40507.5,cancer
000066.png,train,0.723514093137255,58078.0,cancer
sq2.png,train,1.7757199754901962,31769.5,cancer
000067 (7).png,train,0.3195312500000001,44463.5,cancer
000070 (2).png,train,0.63203125,50779.5,cancer
sq6.png,train,2.143658088235294,60639.0,cancer
000060 (2).png,train,0.6145680147058823,46562.5,cancer
000062 (5).png,train,0.3420343137254902,54158.5,cancer
000120 (6).png,train,1.1849877450980393,49569.5,cancer
000063.png,train,0.4463541666666667,50017.0,cancer
000004 (7).png,train,0.3132199754901961,46647.5,cancer
000088.png,train,0.9479626225490194,48141.5,cancer
000103.png,train,0.8330269607843138,50793.0,cancer
000083 (6).png,train,0.6026041666666667,57366.0,cancer
000071 (3).png,train,0.9348345588235295,51540.0,cancer
000057 (3).png,train,0.5523284313725491,45798.0,cancer
sq5.png,train,2.143658088235294,60639.0,cancer
000075.png,train,0.8236825980392157,53650.0,cancer
000106 (6).png,train,0.9436734068627451,54885.5,cancer
000069 (2).png,train,0.5918504901960784,51184.0,cancer
000048.png,train,0.7206495098039216,50296.5,cancer
sq4.png,train,1.9191329656862748,40335.0,cancer
000084 (5).png,train,0.3302083333333333,48469.0,cancer
000007.png,train,0.8685814950980394,50709.5,cancer
000096 (2).png,train,0.6015624999999999,52591.5,cancer
000074 (7).png,train,0.4277879901960785,47644.5,cancer
000006.png,train,0.7320159313725491,52070.0,cancer
000063 (3).png,train,0.8809436274509803,45753.0,cancer
